[dotenv@17.3.1] injecting env (18) from .env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit
✅ Background jobs started
✅ SKU Tracking System initialized
✅ Server running on port 4000
✅ MongoDB connected
✅ Default categories and brands seeded
>>> 2026-09-13T16:16:23.996Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:17:11.573Z GET /allproducts from ::1
>>> 2026-09-13T16:17:11.747Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:17:13.489Z GET /allproducts from ::1
>>> 2026-09-13T16:17:13.495Z GET /admin/audit-log?page=1&limit=25 from ::1
>>> 2026-09-13T16:17:13.499Z GET /admin/audit-log?limit=1 from ::1
>>> 2026-09-13T16:17:13.502Z GET /admin/sessions from ::1
>>> 2026-09-13T16:17:13.546Z GET /admin/audit-log?limit=1 from ::1
>>> 2026-09-13T16:17:13.553Z GET /admin/sessions from ::1
>>> 2026-09-13T16:17:13.569Z GET /admin/audit-log?page=1&limit=25 from ::1
>>> 2026-09-13T16:17:13.654Z GET /allproducts from ::1
>>> 2026-09-13T16:17:13.658Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:17:13.823Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:17:29.858Z GET /admin/audit-log?page=2&limit=25 from ::1
>>> 2026-09-13T16:17:30.539Z GET /admin/audit-log?page=3&limit=25 from ::1
>>> 2026-09-13T16:17:31.109Z GET /admin/audit-log?page=4&limit=25 from ::1
>>> 2026-09-13T16:17:34.994Z GET /admin/audit-log?page=3&limit=25 from ::1
>>> 2026-09-13T16:17:38.748Z GET /admin/audit-log?page=2&limit=25 from ::1
>>> 2026-09-13T16:17:39.205Z GET /admin/audit-log?page=1&limit=25 from ::1
>>> 2026-09-13T16:17:43.500Z GET /allproducts from ::1
>>> 2026-09-13T16:17:43.687Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:17:46.426Z GET /admin/audit-log?page=1&limit=25&action=mark_sold from ::1
>>> 2026-09-13T16:17:50.463Z GET /admin/audit-log?page=1&limit=25&action=login from ::1
>>> 2026-09-13T16:17:52.993Z GET /admin/audit-log?page=1&limit=25&action=logout from ::1
>>> 2026-09-13T16:17:54.500Z GET /admin/audit-log?page=1&limit=25&action=product_add from ::1
>>> 2026-09-13T16:18:13.797Z GET /allproducts from ::1
>>> 2026-09-13T16:18:14.009Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:18:43.787Z GET /allproducts from ::1
>>> 2026-09-13T16:18:44.034Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:18:44.969Z GET /user/profile from ::1
>>> 2026-09-13T16:18:44.979Z POST /getcart from ::1
>>> 2026-09-13T16:18:44.983Z GET /userfavorites from ::1
>>> 2026-09-13T16:18:45.126Z GET /allproducts from ::1
>>> 2026-09-13T16:18:47.475Z POST /getcart from ::1
>>> 2026-09-13T16:18:47.512Z GET /allproducts from ::1
>>> 2026-09-13T16:18:47.520Z GET /userfavorites from ::1
>>> 2026-09-13T16:18:47.526Z GET /user/profile from ::1
>>> 2026-09-13T16:18:47.629Z GET /allproducts from ::1
>>> 2026-09-13T16:19:13.789Z GET /allproducts from ::1
>>> 2026-09-13T16:19:13.968Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:19:43.797Z GET /allproducts from ::1
>>> 2026-09-13T16:19:43.974Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:20:13.791Z GET /allproducts from ::1
>>> 2026-09-13T16:20:14.007Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:20:43.783Z GET /allproducts from ::1
>>> 2026-09-13T16:20:43.989Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:21:23.883Z GET /allproducts from ::1
>>> 2026-09-13T16:21:24.055Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:22:23.811Z GET /allproducts from ::1
>>> 2026-09-13T16:22:23.978Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:23:23.788Z GET /allproducts from ::1
>>> 2026-09-13T16:23:23.935Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:23:54.134Z GET /allproducts from ::1
>>> 2026-09-13T16:24:04.098Z GET /allproducts from ::1
>>> 2026-09-13T16:24:04.109Z GET /admin/audit-log?page=1&limit=25 from ::1
>>> 2026-09-13T16:24:04.115Z GET /admin/sessions from ::1
>>> 2026-09-13T16:24:04.122Z GET /admin/audit-log?limit=1 from ::1
>>> 2026-09-13T16:24:04.162Z GET /admin/sessions from ::1
>>> 2026-09-13T16:24:04.173Z GET /admin/audit-log?limit=1 from ::1
>>> 2026-09-13T16:24:04.184Z GET /admin/audit-log?page=1&limit=25 from ::1
>>> 2026-09-13T16:24:04.250Z GET /allproducts from ::1
>>> 2026-09-13T16:24:04.443Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:24:04.563Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:24:34.789Z GET /allproducts from ::1
>>> 2026-09-13T16:24:34.948Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:25:04.788Z GET /allproducts from ::1
>>> 2026-09-13T16:25:04.936Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:25:34.796Z GET /allproducts from ::1
>>> 2026-09-13T16:25:35.008Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:26:04.794Z GET /allproducts from ::1
>>> 2026-09-13T16:26:04.950Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:26:34.784Z GET /allproducts from ::1
>>> 2026-09-13T16:26:34.959Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:27:04.795Z GET /allproducts from ::1
>>> 2026-09-13T16:27:04.947Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:27:34.799Z GET /allproducts from ::1
>>> 2026-09-13T16:27:34.966Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:28:04.801Z GET /allproducts from ::1
>>> 2026-09-13T16:28:04.977Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:28:34.814Z GET /allproducts from ::1
>>> 2026-09-13T16:28:34.983Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:29:04.806Z GET /allproducts from ::1
>>> 2026-09-13T16:29:04.976Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:29:34.791Z GET /allproducts from ::1
>>> 2026-09-13T16:29:34.947Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:30:04.791Z GET /allproducts from ::1
>>> 2026-09-13T16:30:04.961Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:30:34.800Z GET /allproducts from ::1
>>> 2026-09-13T16:30:34.972Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:31:23.788Z GET /allproducts from ::1
>>> 2026-09-13T16:31:23.945Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:32:18.242Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T16:32:18.254Z POST /getcart from ::1
>>> 2026-09-13T16:32:18.260Z GET /user/profile from ::1
>>> 2026-09-13T16:32:18.263Z GET /myreviews from ::1
>>> 2026-09-13T16:32:18.265Z GET /userfavorites from ::1
>>> 2026-09-13T16:32:18.383Z GET /allproducts from ::1
>>> 2026-09-13T16:32:20.745Z POST /getcart from ::1
>>> 2026-09-13T16:32:20.847Z GET /userfavorites from ::1
>>> 2026-09-13T16:32:20.849Z GET /user/profile from ::1
>>> 2026-09-13T16:32:20.890Z GET /userfavorites from ::1
>>> 2026-09-13T16:32:20.894Z GET /user/profile from ::1
>>> 2026-09-13T16:32:20.896Z POST /getcart from ::1
>>> 2026-09-13T16:32:20.989Z GET /allproducts from ::1
>>> 2026-09-13T16:32:21.142Z GET /allproducts from ::1
>>> 2026-09-13T16:32:23.793Z GET /allproducts from ::1
>>> 2026-09-13T16:32:23.955Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:32:30.132Z POST /getcart from ::1
>>> 2026-09-13T16:32:30.176Z GET /user/profile from ::1
>>> 2026-09-13T16:32:30.180Z GET /userfavorites from ::1
>>> 2026-09-13T16:32:30.181Z GET /myreviews from ::1
>>> 2026-09-13T16:32:30.183Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T16:32:30.274Z GET /allproducts from ::1
>>> 2026-09-13T16:32:32.706Z POST /getcart from ::1
>>> 2026-09-13T16:32:32.809Z GET /userfavorites from ::1
>>> 2026-09-13T16:32:32.816Z GET /user/profile from ::1
>>> 2026-09-13T16:32:32.822Z POST /getcart from ::1
>>> 2026-09-13T16:32:32.848Z GET /userfavorites from ::1
>>> 2026-09-13T16:32:32.851Z GET /user/profile from ::1
>>> 2026-09-13T16:32:32.965Z GET /allproducts from ::1
>>> 2026-09-13T16:32:33.109Z GET /allproducts from ::1
>>> 2026-09-13T16:33:23.794Z GET /allproducts from ::1
>>> 2026-09-13T16:33:23.977Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:34:23.813Z GET /allproducts from ::1
>>> 2026-09-13T16:34:23.974Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:35:23.812Z GET /allproducts from ::1
>>> 2026-09-13T16:35:23.967Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:36:23.785Z GET /allproducts from ::1
>>> 2026-09-13T16:36:23.946Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:36:55.000Z POST /getcart from ::1
>>> 2026-09-13T16:36:55.039Z GET /userfavorites from ::1
>>> 2026-09-13T16:36:55.041Z GET /user/profile from ::1
>>> 2026-09-13T16:36:55.158Z GET /allproducts from ::1
>>> 2026-09-13T16:36:57.565Z POST /getcart from ::1
>>> 2026-09-13T16:36:57.605Z GET /user/profile from ::1
>>> 2026-09-13T16:36:57.644Z GET /userfavorites from ::1
>>> 2026-09-13T16:36:57.656Z GET /allproducts from ::1
>>> 2026-09-13T16:36:57.720Z GET /allproducts from ::1
>>> 2026-09-13T16:37:23.790Z GET /allproducts from ::1
>>> 2026-09-13T16:37:23.959Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:38:23.795Z GET /allproducts from ::1
>>> 2026-09-13T16:38:24.012Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:39:23.811Z GET /allproducts from ::1
>>> 2026-09-13T16:39:23.989Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:40:23.827Z GET /allproducts from ::1
>>> 2026-09-13T16:40:24.034Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:41:09.973Z GET /allproducts from ::1
>>> 2026-09-13T16:41:12.876Z GET /allproducts from ::1
>>> 2026-09-13T16:41:23.785Z GET /allproducts from ::1
>>> 2026-09-13T16:41:23.983Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:41:39.386Z POST /getcart from ::1
>>> 2026-09-13T16:41:39.427Z GET /user/profile from ::1
>>> 2026-09-13T16:41:39.432Z GET /userfavorites from ::1
>>> 2026-09-13T16:41:39.434Z GET /allproducts from ::1
>>> 2026-09-13T16:41:39.538Z GET /allproducts from ::1
>>> 2026-09-13T16:42:23.835Z GET /allproducts from ::1
>>> 2026-09-13T16:42:23.998Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:43:23.797Z GET /allproducts from ::1
>>> 2026-09-13T16:43:23.993Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:43:35.972Z GET /userfavorites from ::1
>>> 2026-09-13T16:43:35.991Z GET /user/profile from ::1
>>> 2026-09-13T16:43:35.994Z POST /getcart from ::1
>>> 2026-09-13T16:43:36.129Z GET /allproducts from ::1
>>> 2026-09-13T16:43:38.452Z POST /getcart from ::1
>>> 2026-09-13T16:43:38.482Z GET /allproducts from ::1
>>> 2026-09-13T16:43:38.493Z GET /user/profile from ::1
>>> 2026-09-13T16:43:38.495Z GET /userfavorites from ::1
>>> 2026-09-13T16:43:38.575Z GET /allproducts from ::1
>>> 2026-09-13T16:44:20.623Z GET /allproducts from ::1
>>> 2026-09-13T16:44:23.832Z GET /allproducts from ::1
>>> 2026-09-13T16:44:24.011Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:44:24.113Z GET /allproducts from ::1
>>> 2026-09-13T16:45:07.344Z GET /allproducts from ::1
>>> 2026-09-13T16:45:14.043Z GET /allproducts from ::1
>>> 2026-09-13T16:45:16.958Z GET /allproducts from ::1
>>> 2026-09-13T16:45:23.798Z GET /allproducts from ::1
>>> 2026-09-13T16:45:23.981Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:46:18.511Z GET /allproducts from ::1
>>> 2026-09-13T16:46:23.789Z GET /allproducts from ::1
>>> 2026-09-13T16:46:23.931Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:47:23.784Z GET /allproducts from ::1
>>> 2026-09-13T16:47:23.963Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:48:23.824Z GET /allproducts from ::1
>>> 2026-09-13T16:48:24.045Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:49:23.811Z GET /allproducts from ::1
>>> 2026-09-13T16:49:23.966Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:50:23.799Z GET /allproducts from ::1
>>> 2026-09-13T16:50:23.958Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:50:35.684Z GET /categories from ::1
>>> 2026-09-13T16:50:35.687Z GET /brands from ::1
>>> 2026-09-13T16:50:35.690Z GET /user/profile from ::1
>>> 2026-09-13T16:50:35.691Z GET /userfavorites from ::1
>>> 2026-09-13T16:50:35.692Z GET /allproducts from ::1
>>> 2026-09-13T16:50:36.006Z POST /getcart from ::1
>>> 2026-09-13T16:50:58.288Z POST /login from ::1
>>> 2026-09-13T16:50:58.905Z GET /categories from ::1
>>> 2026-09-13T16:50:58.915Z GET /brands from ::1
>>> 2026-09-13T16:50:58.919Z GET /allproducts from ::1
>>> 2026-09-13T16:50:58.920Z GET /user/profile from ::1
>>> 2026-09-13T16:50:58.922Z GET /userfavorites from ::1
>>> 2026-09-13T16:50:59.136Z POST /getcart from ::1
>>> 2026-09-13T16:50:59.550Z GET /newcollections from ::1
>>> 2026-09-13T16:50:59.552Z GET /featured from ::1
>>> 2026-09-13T16:51:07.501Z GET /categories from ::1
>>> 2026-09-13T16:51:07.503Z GET /brands from ::1
>>> 2026-09-13T16:51:07.505Z GET /allproducts from ::1
>>> 2026-09-13T16:51:07.506Z GET /user/profile from ::1
>>> 2026-09-13T16:51:07.508Z GET /userfavorites from ::1
>>> 2026-09-13T16:51:07.717Z POST /getcart from ::1
>>> 2026-09-13T16:51:07.853Z GET /orderhistory?page=1&limit=10&status=all&t=1789318267845 from ::1
[OrderHistory] User: 6aa6d45431981a390487af4f, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6aa6d45431981a390487af4f"},{"user":"6aa6d45431981a390487af4f"},{"userId":"6aa6d45431981a390487af4f"},{"user":"6aa6d45431981a390487af4f"}]}
>>> 2026-09-13T16:51:23.795Z GET /allproducts from ::1
>>> 2026-09-13T16:51:24.007Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:52:23.811Z GET /allproducts from ::1
>>> 2026-09-13T16:52:24.025Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:52:24.391Z GET /allproducts from ::1
>>> 2026-09-13T16:53:23.784Z GET /allproducts from ::1
>>> 2026-09-13T16:53:23.960Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:53:37.152Z GET /categories from ::1
>>> 2026-09-13T16:53:37.154Z GET /brands from ::1
>>> 2026-09-13T16:53:37.156Z GET /allproducts from ::1
>>> 2026-09-13T16:53:37.157Z GET /user/profile from ::1
>>> 2026-09-13T16:53:37.158Z GET /userfavorites from ::1
>>> 2026-09-13T16:53:37.352Z POST /getcart from ::1
>>> 2026-09-13T16:53:37.460Z GET /orderhistory?page=1&limit=10&status=all&t=1789318417457 from ::1
[OrderHistory] User: 6aa6d45431981a390487af4f, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6aa6d45431981a390487af4f"},{"user":"6aa6d45431981a390487af4f"},{"userId":"6aa6d45431981a390487af4f"},{"user":"6aa6d45431981a390487af4f"}]}
>>> 2026-09-13T16:54:19.786Z GET /allproducts from ::1
>>> 2026-09-13T16:54:23.797Z GET /allproducts from ::1
>>> 2026-09-13T16:54:23.948Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:55:23.787Z GET /allproducts from ::1
>>> 2026-09-13T16:55:23.937Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:56:15.750Z GET /categories from ::1
>>> 2026-09-13T16:56:15.752Z GET /brands from ::1
>>> 2026-09-13T16:56:15.754Z GET /user/profile from ::1
>>> 2026-09-13T16:56:15.756Z GET /allproducts from ::1
>>> 2026-09-13T16:56:15.756Z GET /userfavorites from ::1
>>> 2026-09-13T16:56:15.985Z POST /getcart from ::1
>>> 2026-09-13T16:56:16.266Z GET /orderhistory?page=1&limit=10&status=all&t=1789318576256 from ::1
[OrderHistory] User: 6aa6d45431981a390487af4f, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6aa6d45431981a390487af4f"},{"user":"6aa6d45431981a390487af4f"},{"userId":"6aa6d45431981a390487af4f"},{"user":"6aa6d45431981a390487af4f"}]}
>>> 2026-09-13T16:56:23.799Z GET /allproducts from ::1
>>> 2026-09-13T16:56:23.972Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:57:23.796Z GET /allproducts from ::1
>>> 2026-09-13T16:57:23.950Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:58:23.795Z GET /allproducts from ::1
>>> 2026-09-13T16:58:23.995Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:59:23.791Z GET /allproducts from ::1
>>> 2026-09-13T16:59:23.997Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T16:59:51.383Z GET /categories from ::1
>>> 2026-09-13T16:59:51.388Z GET /brands from ::1
>>> 2026-09-13T16:59:51.389Z GET /allproducts from ::1
>>> 2026-09-13T16:59:51.390Z GET /user/profile from ::1
>>> 2026-09-13T16:59:51.391Z GET /userfavorites from ::1
>>> 2026-09-13T16:59:51.603Z POST /getcart from ::1
>>> 2026-09-13T16:59:51.671Z GET /orderhistory?page=1&limit=10&status=all&t=1789318791666 from ::1
[OrderHistory] User: 6aa6d45431981a390487af4f, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6aa6d45431981a390487af4f"},{"user":"6aa6d45431981a390487af4f"},{"userId":"6aa6d45431981a390487af4f"},{"user":"6aa6d45431981a390487af4f"}]}
>>> 2026-09-13T17:00:23.794Z GET /allproducts from ::1
>>> 2026-09-13T17:00:23.972Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:01:23.800Z GET /allproducts from ::1
>>> 2026-09-13T17:01:23.958Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:02:23.790Z GET /allproducts from ::1
>>> 2026-09-13T17:02:23.983Z GET /admin/orders?limit=30 from ::1
[autoCancelExpiredReserved] 1 order(s) auto-cancelled — 15-min payment window expired.
>>> 2026-09-13T17:03:23.791Z GET /allproducts from ::1
>>> 2026-09-13T17:03:24.036Z GET /admin/orders?limit=30 from ::1
[autoCancelExpiredReserved] 1 order(s) auto-cancelled — 15-min payment window expired.
>>> 2026-09-13T17:04:23.793Z GET /allproducts from ::1
>>> 2026-09-13T17:04:24.005Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:05:23.790Z GET /allproducts from ::1
>>> 2026-09-13T17:05:24.028Z GET /admin/orders?limit=30 from ::1
[autoCancelExpiredReserved] 3 order(s) auto-cancelled — 15-min payment window expired.
>>> 2026-09-13T17:06:23.843Z GET /allproducts from ::1
>>> 2026-09-13T17:06:24.055Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:07:23.816Z GET /allproducts from ::1
>>> 2026-09-13T17:07:24.041Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:08:23.813Z GET /allproducts from ::1
>>> 2026-09-13T17:08:24.015Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:09:23.825Z GET /allproducts from ::1
>>> 2026-09-13T17:09:24.043Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:10:23.792Z GET /allproducts from ::1
>>> 2026-09-13T17:10:23.991Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:11:23.815Z GET /allproducts from ::1
>>> 2026-09-13T17:11:24.013Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:12:23.865Z GET /allproducts from ::1
>>> 2026-09-13T17:12:24.065Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:13:23.789Z GET /allproducts from ::1
>>> 2026-09-13T17:13:23.998Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:14:23.796Z GET /allproducts from ::1
>>> 2026-09-13T17:14:24.019Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:15:23.795Z GET /allproducts from ::1
>>> 2026-09-13T17:15:24.006Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:16:23.789Z GET /allproducts from ::1
>>> 2026-09-13T17:16:24.001Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:17:23.791Z GET /allproducts from ::1
>>> 2026-09-13T17:17:24.026Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:18:23.797Z GET /allproducts from ::1
>>> 2026-09-13T17:18:23.980Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:19:23.798Z GET /allproducts from ::1
>>> 2026-09-13T17:19:23.987Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:19:38.655Z GET /allproducts from ::1
>>> 2026-09-13T17:19:41.097Z POST /getcart from ::1
>>> 2026-09-13T17:19:41.183Z GET /user/profile from ::1
>>> 2026-09-13T17:19:41.191Z GET /userfavorites from ::1
>>> 2026-09-13T17:19:41.240Z GET /allproducts from ::1
>>> 2026-09-13T17:19:58.330Z GET /allproducts from ::1
>>> 2026-09-13T17:19:58.528Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:20:04.129Z GET /allproducts from ::1
>>> 2026-09-13T17:20:04.290Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:20:34.796Z GET /allproducts from ::1
>>> 2026-09-13T17:20:34.987Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:21:04.787Z GET /allproducts from ::1
>>> 2026-09-13T17:21:04.976Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:21:34.799Z GET /allproducts from ::1
>>> 2026-09-13T17:21:35.000Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:22:04.778Z GET /allproducts from ::1
>>> 2026-09-13T17:22:04.986Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:22:34.799Z GET /allproducts from ::1
>>> 2026-09-13T17:22:34.982Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:23:04.794Z GET /allproducts from ::1
>>> 2026-09-13T17:23:04.992Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:23:34.799Z GET /allproducts from ::1
>>> 2026-09-13T17:23:35.047Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:24:04.798Z GET /allproducts from ::1
>>> 2026-09-13T17:24:05.036Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:24:34.775Z GET /allproducts from ::1
>>> 2026-09-13T17:24:34.976Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:25:04.787Z GET /allproducts from ::1
>>> 2026-09-13T17:25:04.922Z GET /getreviews/51 from ::1
>>> 2026-09-13T17:25:04.927Z GET /sizes from ::1
>>> 2026-09-13T17:25:04.931Z GET /user/profile from ::1
>>> 2026-09-13T17:25:05.006Z GET /allproducts from ::1
>>> 2026-09-13T17:25:05.013Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:25:05.127Z GET /allproducts from ::1
>>> 2026-09-13T17:25:05.402Z GET /user/profile from ::1
>>> 2026-09-13T17:25:05.407Z GET /subcategories?category=shoes from ::1
>>> 2026-09-13T17:25:05.801Z GET /user/profile from ::1
>>> 2026-09-13T17:25:05.806Z GET /featured from ::1
>>> 2026-09-13T17:25:05.809Z GET /newcollections from ::1
>>> 2026-09-13T17:25:06.165Z GET /user/profile from ::1
>>> 2026-09-13T17:25:06.212Z GET /user/profile from ::1
>>> 2026-09-13T17:25:06.549Z GET /user/profile from ::1
>>> 2026-09-13T17:25:06.592Z GET /user/profile from ::1
>>> 2026-09-13T17:25:06.657Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T17:25:06.783Z GET /myreviews from ::1
>>> 2026-09-13T17:25:07.112Z GET /user/profile from ::1
>>> 2026-09-13T17:25:07.116Z GET /sizes from ::1
>>> 2026-09-13T17:25:07.117Z GET /getreviews/50 from ::1
>>> 2026-09-13T17:25:07.119Z GET /allproducts from ::1
>>> 2026-09-13T17:25:07.280Z GET /allproducts from ::1
>>> 2026-09-13T17:25:07.419Z GET /allproducts from ::1
>>> 2026-09-13T17:25:07.519Z POST /getcart from ::1
>>> 2026-09-13T17:25:07.552Z GET /user/profile from ::1
>>> 2026-09-13T17:25:07.721Z GET /sizes from ::1
>>> 2026-09-13T17:25:07.725Z GET /getreviews/51 from ::1
>>> 2026-09-13T17:25:07.726Z GET /allproducts from ::1
>>> 2026-09-13T17:25:07.796Z GET /user/profile from ::1
>>> 2026-09-13T17:25:07.800Z GET /subcategories?category=shoes from ::1
>>> 2026-09-13T17:25:07.900Z GET /allproducts from ::1
>>> 2026-09-13T17:26:05.789Z GET /allproducts from ::1
>>> 2026-09-13T17:26:06.002Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:27:06.787Z GET /allproducts from ::1
>>> 2026-09-13T17:27:07.043Z GET /getreviews/1 from ::1
>>> 2026-09-13T17:27:07.046Z GET /sizes from ::1
>>> 2026-09-13T17:27:07.047Z GET /user/profile from ::1
>>> 2026-09-13T17:27:07.079Z GET /allproducts from ::1
>>> 2026-09-13T17:27:07.085Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T17:27:07.221Z GET /allproducts from ::1
>>> 2026-09-13T17:27:10.059Z GET /user/profile from ::1
>>> 2026-09-13T17:27:10.064Z GET /getsavedaddresses from ::1
>>> 2026-09-13T17:27:14.040Z POST /placeorder from ::1
>>> 2026-09-13T17:27:14.831Z POST /create-checkout-session from ::1
>>> 2026-09-13T17:27:40.283Z GET /categories from ::1
>>> 2026-09-13T17:27:40.286Z GET /brands from ::1
>>> 2026-09-13T17:27:40.288Z GET /allproducts from ::1
>>> 2026-09-13T17:27:40.290Z GET /user/profile from ::1
