[dotenv@17.3.1] injecting env (18) from .env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit
✅ Background jobs started
✅ SKU Tracking System initialized
✅ Server running on port 4000
✅ MongoDB connected
✅ Default categories and brands seeded
>>> 2026-09-13T19:07:17.828Z GET /allproducts from ::1
>>> 2026-09-13T19:07:18.097Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:07:46.493Z GET /allproducts from ::1
>>> 2026-09-13T19:07:46.663Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:08:16.504Z GET /allproducts from ::1
>>> 2026-09-13T19:08:16.665Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:08:18.748Z GET /allproducts from ::1
>>> 2026-09-13T19:08:18.920Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:08:46.500Z GET /allproducts from ::1
>>> 2026-09-13T19:08:46.675Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:09:16.504Z GET /allproducts from ::1
>>> 2026-09-13T19:09:16.671Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:09:19.762Z GET /allproducts from ::1
>>> 2026-09-13T19:09:19.927Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:09:46.496Z GET /allproducts from ::1
>>> 2026-09-13T19:09:46.647Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:10:16.495Z GET /allproducts from ::1
>>> 2026-09-13T19:10:16.667Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:10:20.765Z GET /allproducts from ::1
>>> 2026-09-13T19:10:20.954Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:10:46.513Z GET /allproducts from ::1
>>> 2026-09-13T19:10:46.687Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:11:16.502Z GET /allproducts from ::1
>>> 2026-09-13T19:11:16.678Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:11:21.750Z GET /allproducts from ::1
>>> 2026-09-13T19:11:21.918Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:11:46.499Z GET /allproducts from ::1
>>> 2026-09-13T19:11:46.651Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:12:16.499Z GET /allproducts from ::1
>>> 2026-09-13T19:12:16.746Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:12:22.763Z GET /allproducts from ::1
>>> 2026-09-13T19:12:22.922Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:12:46.501Z GET /allproducts from ::1
>>> 2026-09-13T19:12:46.647Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:13:16.492Z GET /allproducts from ::1
>>> 2026-09-13T19:13:16.626Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:13:22.757Z GET /allproducts from ::1
>>> 2026-09-13T19:13:22.902Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:13:46.507Z GET /allproducts from ::1
>>> 2026-09-13T19:13:46.668Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:14:16.497Z GET /allproducts from ::1
>>> 2026-09-13T19:14:16.635Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:14:22.781Z GET /allproducts from ::1
>>> 2026-09-13T19:14:22.946Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:14:46.515Z GET /allproducts from ::1
>>> 2026-09-13T19:14:46.660Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:15:16.493Z GET /allproducts from ::1
>>> 2026-09-13T19:15:17.017Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:15:22.767Z GET /allproducts from ::1
>>> 2026-09-13T19:15:22.960Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:15:46.494Z GET /allproducts from ::1
>>> 2026-09-13T19:15:46.673Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:16:16.489Z GET /allproducts from ::1
>>> 2026-09-13T19:16:16.691Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:16:22.771Z GET /allproducts from ::1
>>> 2026-09-13T19:16:22.979Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:16:46.501Z GET /allproducts from ::1
>>> 2026-09-13T19:16:46.687Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:17:16.489Z GET /allproducts from ::1
>>> 2026-09-13T19:17:16.672Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:17:22.764Z GET /allproducts from ::1
>>> 2026-09-13T19:17:22.939Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:17:46.508Z GET /allproducts from ::1
>>> 2026-09-13T19:17:46.759Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:18:16.502Z GET /allproducts from ::1
>>> 2026-09-13T19:18:16.687Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:18:22.759Z GET /allproducts from ::1
>>> 2026-09-13T19:18:22.922Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:18:46.493Z GET /allproducts from ::1
>>> 2026-09-13T19:18:46.656Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:19:16.508Z GET /allproducts from ::1
>>> 2026-09-13T19:19:16.694Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:19:22.808Z GET /allproducts from ::1
>>> 2026-09-13T19:19:22.985Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:19:46.504Z GET /allproducts from ::1
>>> 2026-09-13T19:19:46.683Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:20:16.525Z GET /allproducts from ::1
>>> 2026-09-13T19:20:16.853Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:20:22.765Z GET /allproducts from ::1
>>> 2026-09-13T19:20:23.097Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:20:46.504Z GET /allproducts from ::1
>>> 2026-09-13T19:20:46.856Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:21:22.765Z GET /allproducts from ::1
>>> 2026-09-13T19:21:22.955Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:22:22.780Z GET /allproducts from ::1
>>> 2026-09-13T19:22:22.943Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:23:22.796Z GET /allproducts from ::1
>>> 2026-09-13T19:23:22.957Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:24:22.765Z GET /allproducts from ::1
>>> 2026-09-13T19:24:22.944Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:25:22.775Z GET /allproducts from ::1
>>> 2026-09-13T19:25:22.930Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:26:22.744Z GET /allproducts from ::1
>>> 2026-09-13T19:26:22.889Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:27:22.760Z GET /allproducts from ::1
>>> 2026-09-13T19:27:22.934Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:28:22.758Z GET /allproducts from ::1
>>> 2026-09-13T19:28:22.965Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:29:22.905Z GET /allproducts from ::1
>>> 2026-09-13T19:29:23.067Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:30:22.762Z GET /allproducts from ::1
>>> 2026-09-13T19:30:22.933Z GET /admin/orders?limit=30 from ::1
[autoCancelExpiredReserved] 1 order(s) auto-cancelled — 15-min payment window expired.
>>> 2026-09-13T19:31:22.762Z GET /allproducts from ::1
>>> 2026-09-13T19:31:22.946Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:32:22.760Z GET /allproducts from ::1
>>> 2026-09-13T19:32:22.910Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:33:22.767Z GET /allproducts from ::1
>>> 2026-09-13T19:33:22.935Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:34:22.744Z GET /allproducts from ::1
>>> 2026-09-13T19:34:22.906Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:35:22.753Z GET /allproducts from ::1
>>> 2026-09-13T19:35:23.126Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:36:22.760Z GET /allproducts from ::1
>>> 2026-09-13T19:36:22.916Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:37:22.759Z GET /allproducts from ::1
>>> 2026-09-13T19:37:22.908Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:38:22.762Z GET /allproducts from ::1
>>> 2026-09-13T19:38:22.921Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:39:22.760Z GET /allproducts from ::1
>>> 2026-09-13T19:39:22.934Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:40:22.765Z GET /allproducts from ::1
>>> 2026-09-13T19:40:22.921Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:41:22.766Z GET /allproducts from ::1
>>> 2026-09-13T19:41:22.963Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:42:22.798Z GET /allproducts from ::1
>>> 2026-09-13T19:42:22.952Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:43:22.754Z GET /allproducts from ::1
>>> 2026-09-13T19:43:22.921Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:44:22.778Z GET /allproducts from ::1
>>> 2026-09-13T19:44:22.919Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:45:22.947Z GET /allproducts from ::1
>>> 2026-09-13T19:45:23.105Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:46:22.771Z GET /allproducts from ::1
>>> 2026-09-13T19:46:22.918Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:47:22.782Z GET /allproducts from ::1
>>> 2026-09-13T19:47:22.962Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:48:22.770Z GET /allproducts from ::1
>>> 2026-09-13T19:48:22.927Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:49:22.764Z GET /allproducts from ::1
>>> 2026-09-13T19:49:22.923Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:50:22.793Z GET /allproducts from ::1
>>> 2026-09-13T19:50:22.950Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:51:22.771Z GET /allproducts from ::1
>>> 2026-09-13T19:51:22.942Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:52:22.758Z GET /allproducts from ::1
>>> 2026-09-13T19:52:22.923Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:53:22.759Z GET /allproducts from ::1
>>> 2026-09-13T19:53:22.902Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:54:22.767Z GET /allproducts from ::1
>>> 2026-09-13T19:54:22.936Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:55:09.389Z POST /getcart from ::1
>>> 2026-09-13T19:55:09.394Z GET /user/profile from ::1
>>> 2026-09-13T19:55:09.400Z GET /userfavorites from ::1
>>> 2026-09-13T19:55:09.530Z GET /allproducts from ::1
>>> 2026-09-13T19:55:09.562Z GET /allproducts from ::1
>>> 2026-09-13T19:55:11.904Z POST /getcart from ::1
>>> 2026-09-13T19:55:11.937Z GET /userfavorites from ::1
>>> 2026-09-13T19:55:11.949Z GET /allproducts from ::1
>>> 2026-09-13T19:55:11.952Z GET /user/profile from ::1
>>> 2026-09-13T19:55:12.057Z GET /allproducts from ::1
>>> 2026-09-13T19:55:12.089Z GET /allproducts from ::1
>>> 2026-09-13T19:55:22.788Z GET /allproducts from ::1
>>> 2026-09-13T19:55:23.028Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:56:16.019Z POST /getcart from ::1
>>> 2026-09-13T19:56:16.083Z GET /user/profile from ::1
>>> 2026-09-13T19:56:16.087Z GET /allproducts from ::1
>>> 2026-09-13T19:56:16.115Z GET /userfavorites from ::1
>>> 2026-09-13T19:56:16.119Z GET /getreviews/1 from ::1
>>> 2026-09-13T19:56:16.146Z GET /allproducts from ::1
>>> 2026-09-13T19:56:16.341Z GET /allproducts from ::1
>>> 2026-09-13T19:56:21.539Z POST /getcart from ::1
>>> 2026-09-13T19:56:21.575Z GET /user/profile from ::1
>>> 2026-09-13T19:56:21.621Z GET /userfavorites from ::1
>>> 2026-09-13T19:56:21.685Z GET /allproducts from ::1
>>> 2026-09-13T19:56:21.814Z GET /allproducts from ::1
>>> 2026-09-13T19:56:22.767Z GET /allproducts from ::1
>>> 2026-09-13T19:56:22.911Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:57:22.833Z GET /allproducts from ::1
>>> 2026-09-13T19:57:22.980Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:58:22.770Z GET /allproducts from ::1
>>> 2026-09-13T19:58:22.930Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T19:59:06.867Z GET /userfavorites from ::1
>>> 2026-09-13T19:59:06.879Z GET /user/profile from ::1
>>> 2026-09-13T19:59:06.883Z POST /getcart from ::1
>>> 2026-09-13T19:59:06.997Z GET /allproducts from ::1
>>> 2026-09-13T19:59:07.023Z GET /allproducts from ::1
>>> 2026-09-13T19:59:08.271Z GET /allproducts from ::1
>>> 2026-09-13T19:59:08.277Z POST /getcart from ::1
>>> 2026-09-13T19:59:08.318Z GET /user/profile from ::1
>>> 2026-09-13T19:59:08.334Z GET /userfavorites from ::1
>>> 2026-09-13T19:59:08.419Z GET /allproducts from ::1
>>> 2026-09-13T19:59:08.480Z GET /allproducts from ::1
>>> 2026-09-13T19:59:22.769Z GET /allproducts from ::1
>>> 2026-09-13T19:59:22.934Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:00:22.797Z GET /allproducts from ::1
>>> 2026-09-13T20:00:22.953Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:01:22.773Z GET /allproducts from ::1
>>> 2026-09-13T20:01:22.924Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:02:22.763Z GET /allproducts from ::1
>>> 2026-09-13T20:02:22.913Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:03:22.768Z GET /allproducts from ::1
>>> 2026-09-13T20:03:22.910Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:03:33.648Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:33.670Z GET /user/profile from ::1
>>> 2026-09-13T20:03:33.681Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T20:03:33.690Z GET /myreviews from ::1
>>> 2026-09-13T20:03:33.693Z POST /getcart from ::1
>>> 2026-09-13T20:03:33.789Z GET /allproducts from ::1
>>> 2026-09-13T20:03:33.871Z GET /allproducts from ::1
>>> 2026-09-13T20:03:38.398Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:38.424Z GET /user/profile from ::1
>>> 2026-09-13T20:03:38.443Z POST /getcart from ::1
>>> 2026-09-13T20:03:38.454Z POST /getcart from ::1
>>> 2026-09-13T20:03:38.463Z GET /user/profile from ::1
>>> 2026-09-13T20:03:38.466Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:38.554Z GET /allproducts from ::1
>>> 2026-09-13T20:03:38.645Z GET /allproducts from ::1
>>> 2026-09-13T20:03:38.652Z GET /allproducts from ::1
>>> 2026-09-13T20:03:38.678Z GET /allproducts from ::1
>>> 2026-09-13T20:03:39.555Z GET /allproducts from ::1
>>> 2026-09-13T20:03:39.561Z POST /getcart from ::1
>>> 2026-09-13T20:03:39.564Z GET /user/profile from ::1
>>> 2026-09-13T20:03:39.567Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:39.739Z GET /allproducts from ::1
>>> 2026-09-13T20:03:39.790Z GET /allproducts from ::1
>>> 2026-09-13T20:03:41.361Z POST /getcart from ::1
>>> 2026-09-13T20:03:41.382Z GET /user/profile from ::1
>>> 2026-09-13T20:03:41.397Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:41.417Z POST /getcart from ::1
>>> 2026-09-13T20:03:41.499Z GET /allproducts from ::1
>>> 2026-09-13T20:03:41.632Z GET /allproducts from ::1
>>> 2026-09-13T20:03:41.637Z GET /allproducts from ::1
>>> 2026-09-13T20:03:42.757Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:42.784Z POST /getcart from ::1
>>> 2026-09-13T20:03:42.796Z GET /user/profile from ::1
>>> 2026-09-13T20:03:42.901Z GET /allproducts from ::1
>>> 2026-09-13T20:03:42.915Z GET /allproducts from ::1
>>> 2026-09-13T20:03:43.116Z POST /getcart from ::1
>>> 2026-09-13T20:03:43.128Z GET /user/profile from ::1
>>> 2026-09-13T20:03:43.134Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:43.137Z POST /getcart from ::1
>>> 2026-09-13T20:03:43.142Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:43.145Z GET /user/profile from ::1
>>> 2026-09-13T20:03:43.255Z GET /allproducts from ::1
>>> 2026-09-13T20:03:43.263Z GET /allproducts from ::1
>>> 2026-09-13T20:03:43.268Z GET /allproducts from ::1
>>> 2026-09-13T20:03:43.348Z GET /allproducts from ::1
>>> 2026-09-13T20:03:50.472Z POST /getcart from ::1
>>> 2026-09-13T20:03:50.507Z GET /user/profile from ::1
>>> 2026-09-13T20:03:50.510Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:50.598Z GET /allproducts from ::1
>>> 2026-09-13T20:03:50.631Z GET /allproducts from ::1
>>> 2026-09-13T20:03:51.139Z GET /user/profile from ::1
>>> 2026-09-13T20:03:51.146Z POST /getcart from ::1
>>> 2026-09-13T20:03:51.179Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:51.182Z POST /getcart from ::1
>>> 2026-09-13T20:03:51.364Z GET /allproducts from ::1
>>> 2026-09-13T20:03:51.377Z GET /allproducts from ::1
>>> 2026-09-13T20:03:51.386Z GET /allproducts from ::1
>>> 2026-09-13T20:03:51.913Z POST /getcart from ::1
>>> 2026-09-13T20:03:51.917Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T20:03:51.920Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:51.960Z GET /myreviews from ::1
>>> 2026-09-13T20:03:51.970Z GET /user/profile from ::1
>>> 2026-09-13T20:03:52.065Z GET /allproducts from ::1
>>> 2026-09-13T20:03:52.073Z GET /allproducts from ::1
>>> 2026-09-13T20:03:54.698Z POST /getcart from ::1
>>> 2026-09-13T20:03:54.718Z GET /user/profile from ::1
>>> 2026-09-13T20:03:54.733Z GET /user/profile from ::1
>>> 2026-09-13T20:03:54.739Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:54.744Z POST /getcart from ::1
>>> 2026-09-13T20:03:54.747Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:54.882Z GET /allproducts from ::1
>>> 2026-09-13T20:03:54.977Z GET /allproducts from ::1
>>> 2026-09-13T20:03:54.991Z GET /allproducts from ::1
>>> 2026-09-13T20:03:54.994Z GET /allproducts from ::1
>>> 2026-09-13T20:03:55.402Z POST /getcart from ::1
>>> 2026-09-13T20:03:55.419Z GET /user/profile from ::1
>>> 2026-09-13T20:03:55.435Z GET /userfavorites from ::1
>>> 2026-09-13T20:03:55.538Z GET /allproducts from ::1
>>> 2026-09-13T20:03:55.654Z GET /allproducts from ::1
>>> 2026-09-13T20:04:07.686Z GET /user/profile from ::1
>>> 2026-09-13T20:04:07.711Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T20:04:07.716Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:07.719Z GET /myreviews from ::1
>>> 2026-09-13T20:04:07.723Z POST /getcart from ::1
>>> 2026-09-13T20:04:07.890Z GET /allproducts from ::1
>>> 2026-09-13T20:04:07.897Z GET /allproducts from ::1
>>> 2026-09-13T20:04:13.583Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:13.590Z POST /getcart from ::1
>>> 2026-09-13T20:04:13.684Z POST /getcart from ::1
>>> 2026-09-13T20:04:13.697Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:13.703Z GET /user/profile from ::1
>>> 2026-09-13T20:04:13.706Z GET /user/profile from ::1
>>> 2026-09-13T20:04:13.724Z GET /allproducts from ::1
>>> 2026-09-13T20:04:13.732Z GET /allproducts from ::1
>>> 2026-09-13T20:04:13.807Z GET /allproducts from ::1
>>> 2026-09-13T20:04:13.813Z GET /allproducts from ::1
>>> 2026-09-13T20:04:19.566Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:19.600Z POST /getcart from ::1
>>> 2026-09-13T20:04:19.604Z GET /myreviews from ::1
>>> 2026-09-13T20:04:19.607Z GET /user/profile from ::1
>>> 2026-09-13T20:04:19.612Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T20:04:19.695Z GET /allproducts from ::1
>>> 2026-09-13T20:04:19.712Z GET /allproducts from ::1
>>> 2026-09-13T20:04:21.901Z POST /getcart from ::1
>>> 2026-09-13T20:04:21.908Z GET /user/profile from ::1
>>> 2026-09-13T20:04:21.913Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:21.943Z GET /user/profile from ::1
>>> 2026-09-13T20:04:21.959Z POST /getcart from ::1
>>> 2026-09-13T20:04:21.973Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:22.044Z GET /allproducts from ::1
>>> 2026-09-13T20:04:22.186Z GET /allproducts from ::1
>>> 2026-09-13T20:04:22.191Z GET /allproducts from ::1
>>> 2026-09-13T20:04:22.199Z GET /allproducts from ::1
>>> 2026-09-13T20:04:22.793Z GET /allproducts from ::1
>>> 2026-09-13T20:04:22.939Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:04:25.079Z GET /allproducts from ::1
>>> 2026-09-13T20:04:26.185Z POST /getcart from ::1
>>> 2026-09-13T20:04:26.219Z GET /user/profile from ::1
>>> 2026-09-13T20:04:26.223Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:26.226Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:26.230Z POST /getcart from ::1
>>> 2026-09-13T20:04:26.371Z GET /user/profile from ::1
>>> 2026-09-13T20:04:26.422Z GET /allproducts from ::1
>>> 2026-09-13T20:04:26.483Z GET /allproducts from ::1
>>> 2026-09-13T20:04:26.528Z GET /allproducts from ::1
>>> 2026-09-13T20:04:26.530Z GET /allproducts from ::1
>>> 2026-09-13T20:04:34.572Z POST /getcart from ::1
>>> 2026-09-13T20:04:34.599Z GET /user/profile from ::1
>>> 2026-09-13T20:04:34.614Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:34.717Z GET /allproducts from ::1
>>> 2026-09-13T20:04:34.936Z GET /allproducts from ::1
>>> 2026-09-13T20:04:36.388Z POST /getcart from ::1
>>> 2026-09-13T20:04:36.420Z GET /userfavorites from ::1
>>> 2026-09-13T20:04:36.428Z GET /user/profile from ::1
>>> 2026-09-13T20:04:36.432Z GET /allproducts from ::1
>>> 2026-09-13T20:04:36.504Z GET /allproducts from ::1
>>> 2026-09-13T20:04:36.537Z GET /allproducts from ::1
>>> 2026-09-13T20:05:22.764Z GET /allproducts from ::1
>>> 2026-09-13T20:05:22.963Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:06:22.760Z GET /allproducts from ::1
>>> 2026-09-13T20:06:22.934Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:07:09.026Z POST /getcart from ::1
>>> 2026-09-13T20:07:09.034Z GET /myreviews from ::1
>>> 2026-09-13T20:07:09.056Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T20:07:09.057Z GET /user/profile from ::1
>>> 2026-09-13T20:07:09.059Z GET /userfavorites from ::1
>>> 2026-09-13T20:07:09.154Z GET /allproducts from ::1
>>> 2026-09-13T20:07:09.255Z GET /allproducts from ::1
>>> 2026-09-13T20:07:13.280Z GET /userfavorites from ::1
>>> 2026-09-13T20:07:13.285Z POST /getcart from ::1
>>> 2026-09-13T20:07:13.323Z GET /user/profile from ::1
>>> 2026-09-13T20:07:13.325Z GET /user/profile from ::1
>>> 2026-09-13T20:07:13.327Z GET /userfavorites from ::1
>>> 2026-09-13T20:07:13.328Z POST /getcart from ::1
>>> 2026-09-13T20:07:13.396Z GET /allproducts from ::1
>>> 2026-09-13T20:07:13.398Z GET /allproducts from ::1
>>> 2026-09-13T20:07:13.541Z GET /allproducts from ::1
>>> 2026-09-13T20:07:13.545Z GET /allproducts from ::1
>>> 2026-09-13T20:07:13.989Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T20:07:13.993Z POST /getcart from ::1
>>> 2026-09-13T20:07:14.024Z GET /myreviews from ::1
>>> 2026-09-13T20:07:14.026Z GET /user/profile from ::1
>>> 2026-09-13T20:07:14.031Z GET /userfavorites from ::1
>>> 2026-09-13T20:07:14.104Z GET /allproducts from ::1
>>> 2026-09-13T20:07:14.218Z GET /allproducts from ::1
>>> 2026-09-13T20:07:16.981Z GET /userfavorites from ::1
>>> 2026-09-13T20:07:16.986Z POST /getcart from ::1
>>> 2026-09-13T20:07:17.022Z GET /user/profile from ::1
>>> 2026-09-13T20:07:17.024Z GET /userfavorites from ::1
>>> 2026-09-13T20:07:17.026Z GET /user/profile from ::1
>>> 2026-09-13T20:07:17.027Z POST /getcart from ::1
>>> 2026-09-13T20:07:17.110Z GET /allproducts from ::1
>>> 2026-09-13T20:07:17.112Z GET /allproducts from ::1
>>> 2026-09-13T20:07:17.264Z GET /allproducts from ::1
>>> 2026-09-13T20:07:17.268Z GET /allproducts from ::1
>>> 2026-09-13T20:07:22.765Z GET /allproducts from ::1
>>> 2026-09-13T20:07:22.940Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:08:22.754Z GET /allproducts from ::1
>>> 2026-09-13T20:08:22.903Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T20:08:27.541Z GET /userfavorites from ::1
>>> 2026-09-13T20:08:27.546Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
